time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010451950000	6.64059	20.0593	5.13359	3.55562	0.422222	radar	0.550281	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
1477010452000000	6.39707	19.966	5.14829	3.57025	0.41457	lidar	0.13257	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	6.17822	19.8733	5.11829	3.58851	0.413652	radar	2.97882	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	5.91493	19.7787	5.17604	3.59536	0.39661	lidar	0.370028	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	5.67308	19.6348	5.26855	3.63202	0.430695	radar	1.74915	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.52277	19.506	5.11538	3.67283	0.456328	lidar	2.0648	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.32093	19.3571	5.1038	3.70722	0.47292	radar	1.84268	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.1165	19.2535	5.06618	3.72102	0.462591	lidar	1.98227	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.93586	19.141	4.9364	3.73539	0.442405	radar	4.68563	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.78825	18.9896	4.84367	3.77619	0.466903	lidar	0.734106	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.57503	18.8392	4.92998	3.80039	0.475281	radar	1.5648	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.4044	18.7074	4.87544	3.82366	0.476293	lidar	1.07588	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.23354	18.5641	4.78125	3.84281	0.462141	radar	1.18267	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.12148	18.4108	4.66329	3.88663	0.490534	lidar	1.54444	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.92738	18.2377	4.87318	3.92054	0.523154	radar	7.22305	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.6495	18.0951	5.01671	3.90066	0.462879	lidar	2.83932	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49513	17.9461	4.86645	3.91609	0.441298	radar	3.50824	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.25538	17.7787	4.96946	3.91288	0.407798	lidar	1.17759	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.06738	17.5947	5.07622	3.93989	0.427968	radar	2.18133	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.89448	17.4765	5.00824	3.94262	0.407435	lidar	6.19995	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.74583	17.2597	5.10825	3.992	0.458376	radar	2.71708	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.56981	17.0705	5.11895	4.01013	0.452382	lidar	0.0303283	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.41064	16.907	4.94803	4.01418	0.412919	radar	2.33196	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.24962	16.7355	4.93299	4.02808	0.405252	lidar	0.509322	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.07441	16.5396	4.90081	4.03562	0.379644	radar	4.77213	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.91846	16.3094	4.95033	4.06306	0.388518	lidar	2.23827	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.76792	16.1338	4.86417	4.07039	0.365888	radar	0.772851	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.55712	15.9667	4.92261	4.05456	0.323202	lidar	1.63618	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.42436	15.7338	5.05296	4.09638	0.369484	radar	2.18917	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.24821	15.5133	5.11294	4.10513	0.35628	lidar	0.646575	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.08925	15.3213	5.07589	4.1094	0.335191	radar	0.959478	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.8687	15.0996	5.19476	4.0967	0.296639	lidar	1.88151	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.726286	14.9214	5.06401	4.09851	0.269921	radar	2.47936	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.637714	14.71	4.99444	4.1359	0.300307	lidar	0.690373	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.520157	14.4671	5.10254	4.17257	0.337998	radar	1.89738	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.34216	14.2422	5.1722	4.17029	0.3131	lidar	0.620186	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.205752	13.9873	5.34534	4.20103	0.347108	radar	2.39581	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.215152	13.7397	5.19217	4.27969	0.425612	lidar	4.30935	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.104897	13.4961	5.26455	4.30391	0.434594	radar	0.620456	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0669321	13.26	5.33329	4.29397	0.393425	lidar	1.0958	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.184769	13.0447	5.20492	4.29691	0.36217	radar	1.42353	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.167832	12.8247	5.05341	4.36519	0.428881	lidar	3.75763	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.280802	12.6009	4.95483	4.36609	0.393687	radar	3.14266	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.403057	12.3669	4.99325	4.36731	0.369368	lidar	0.372057	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.521646	12.1596	4.93548	4.36201	0.334839	radar	3.51258	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.596544	11.9451	4.90258	4.37997	0.337207	lidar	0.474648	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.720742	11.7159	4.91635	4.37317	0.304198	radar	2.71478	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.93025	11.4686	5.04995	4.32843	0.225312	lidar	4.25567	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.02731	11.2455	4.93881	4.32859	0.19968	radar	2.28418	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.21243	11.0179	5.02349	4.29374	0.142075	lidar	2.22714	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.29353	10.7695	5.13474	4.32255	0.183085	radar	1.60943	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.42803	10.5125	5.20255	4.31643	0.163044	lidar	0.789046	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.52359	10.2463	5.30409	4.33578	0.185308	radar	1.25924	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.61454	10.0379	5.23973	4.34292	0.18389	lidar	2.10588	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.70149	9.80994	5.17271	4.35007	0.177165	radar	0.589467	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.76891	9.59326	5.10973	4.36668	0.187854	lidar	0.867326	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.8892	9.33634	5.2314	4.36704	0.183565	radar	2.41547	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.9739	9.03918	5.30819	4.38325	0.190804	lidar	3.88515	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.05542	8.82008	5.18687	4.38445	0.171498	radar	1.98071	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.15165	8.56777	5.21153	4.38752	0.16421	lidar	0.0831414	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.28838	8.30888	5.28112	4.37141	0.131723	radar	2.57369	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.32322	8.08177	5.19274	4.39991	0.160539	lidar	1.02674	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.3758	7.87487	5.08275	4.41427	0.167301	radar	5.50668	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.49533	7.62092	5.14759	4.4028	0.141523	lidar	0.686599	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.6605	7.38426	5.12526	4.35805	0.0584611	radar	5.19557	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.76722	7.12819	5.17053	4.35424	0.0493162	lidar	0.297883	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.82244	6.89613	5.16458	4.37886	0.0885906	radar	1.82648	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.85193	6.69827	5.02564	4.40342	0.115183	lidar	2.38845	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.90113	6.48595	4.86933	4.40843	0.09909	radar	3.40646	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.95582	6.25306	4.85069	4.42137	0.10906	lidar	0.195	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.08127	5.99983	4.97283	4.40603	0.0867001	radar	3.8957	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.17328	5.719	5.06916	4.40601	0.0796096	lidar	1.9424	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.28429	5.47097	5.05317	4.3831	0.0277825	radar	2.18278	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.38796	5.20492	5.12793	4.37693	0.0175727	lidar	0.685159	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45355	4.95959	5.14047	4.39258	0.0452972	radar	0.288392	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.57975	4.67033	5.28155	4.37927	0.0256249	lidar	2.09382	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.69104	4.41508	5.2752	4.35776	-0.0223912	radar	2.01927	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.83444	4.13395	5.40791	4.33897	-0.0431416	lidar	2.10774	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.90823	3.89648	5.37442	4.35598	-0.0032029	radar	1.44729	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.97455	3.67162	5.28359	4.36328	0.00460441	lidar	0.888653	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06792	3.47628	5.15608	4.3474	-0.030501	radar	4.10161	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15909	3.23264	5.16114	4.3466	-0.0296784	lidar	0.0123903	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27753	2.97321	5.22424	4.33052	-0.0588417	radar	0.680351	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37146	2.69354	5.30075	4.3336	-0.0511639	lidar	1.25661	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45576	2.44566	5.28936	4.34142	-0.0301887	radar	0.241225	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.56371	2.17479	5.35977	4.3397	-0.0287173	lidar	0.526297	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.67153	1.94684	5.32884	4.31337	-0.0906221	radar	3.96361	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.79204	1.66379	5.4358	4.3102	-0.0855226	lidar	1.27623	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.91522	1.41229	5.46842	4.29451	-0.109751	radar	0.309465	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.97027	1.19111	5.33741	4.29987	-0.103487	lidar	5.34931	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.06132	0.986035	5.21844	4.29645	-0.097278	radar	1.19941	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11892	0.763751	5.12898	4.30174	-0.0903038	lidar	3.87652	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21737	0.453534	5.31299	4.31039	-0.076312	radar	5.40844	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29091	0.218099	5.26201	4.3133	-0.0710336	lidar	1.56392	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39978	-0.0102114	5.19649	4.31548	-0.0462776	radar	5.78238	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46901	-0.243824	5.15501	4.32083	-0.039274	lidar	1.55885	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.58852	-0.411798	5.04216	4.28994	-0.0890454	radar	3.41377	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.7231	-0.58751	4.95393	4.26194	-0.122358	lidar	2.16823	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.83948	-0.822878	5.08067	4.24092	-0.165393	radar	5.49627	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93655	-1.10538	5.18173	4.25458	-0.132621	lidar	1.79602	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02521	-1.38324	5.25359	4.26969	-0.101154	radar	2.92705	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.1647	-1.58806	5.20958	4.2467	-0.126267	lidar	1.0331	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.30852	-1.83501	5.38207	4.21994	-0.17612	radar	3.37091	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41691	-2.09183	5.40741	4.22368	-0.158645	lidar	0.460029	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56726	-2.28899	5.30922	4.19974	-0.176025	radar	3.28787	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71873	-2.49615	5.27987	4.17689	-0.195744	lidar	0.477429	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.8746	-2.70771	5.27523	4.15503	-0.213306	radar	1.04992	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96619	-2.98654	5.33971	4.17838	-0.165603	lidar	2.44739	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09401	-3.20828	5.27037	4.17495	-0.153137	radar	0.370566	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21903	-3.39561	5.1954	4.15828	-0.16815	lidar	1.46029	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.3646	-3.64947	5.25368	4.15857	-0.153306	radar	4.40381	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.52539	-3.77133	5.09944	4.11037	-0.212892	lidar	4.77502	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.67088	-3.98011	5.13164	4.09743	-0.219194	radar	0.481566	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.82424	-4.21386	5.17614	4.09334	-0.208495	lidar	0.559397	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97538	-4.43291	5.18085	4.08658	-0.20215	radar	0.406751	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13605	-4.67725	5.24314	4.08565	-0.187921	lidar	1.22312	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27502	-4.87428	5.08254	4.08362	-0.168345	radar	2.21678	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40438	-5.09324	5.08694	4.08726	-0.152112	lidar	0.288799	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55305	-5.24936	4.93737	4.06668	-0.165637	radar	3.2263	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74086	-5.44853	4.97522	4.04572	-0.181535	lidar	1.86478	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90193	-5.64342	4.97919	4.03447	-0.184133	radar	0.251501	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05607	-5.82908	4.96638	4.02356	-0.186682	lidar	0.0638382	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19682	-5.97561	4.82313	4.00715	-0.194145	radar	5.26469	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37194	-6.06931	4.71502	3.95895	-0.24733	lidar	3.78152	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55074	-6.25163	4.78048	3.944	-0.251445	radar	1.18861	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.6861	-6.46807	4.81029	3.95962	-0.213717	lidar	0.806598	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91307	-6.62864	4.95367	3.91891	-0.256839	radar	7.18919	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1166	-6.7985	4.97787	3.89587	-0.269723	lidar	0.696587	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3038	-6.95885	5.01138	3.87662	-0.278638	radar	0.835428	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5351	-7.14803	5.08821	3.85615	-0.285692	lidar	3.79143	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7432	-7.28608	5.08364	3.8259	-0.307275	radar	1.69196	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9917	-7.45462	5.15355	3.79742	-0.323083	lidar	3.51448	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1801	-7.58984	5.05169	3.77875	-0.326412	radar	1.36267	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3247	-7.7485	4.99042	3.78557	-0.297312	lidar	3.17527	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5204	-7.87187	4.93928	3.76206	-0.308927	radar	1.68163	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.697	-7.97577	4.86905	3.73887	-0.320127	lidar	2.79192	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8882	-8.08537	4.73427	3.71499	-0.330781	radar	1.21599	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1	-8.1752	4.71552	3.67933	-0.355813	lidar	0.476369	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3327	-8.30456	4.92053	3.65958	-0.356313	radar	2.929	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5353	-8.38734	4.87233	3.62929	-0.373112	lidar	1.54849	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7387	-8.47066	4.73813	3.59959	-0.38963	radar	1.44201	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0193	-8.56263	4.82667	3.55679	-0.41854	lidar	4.36984	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2741	-8.66129	4.94982	3.53092	-0.422144	radar	2.74949	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4943	-8.71047	4.9078	3.49313	-0.444218	lidar	1.64335	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7061	-8.74881	4.73475	3.45079	-0.475812	radar	3.34866	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9293	-8.86517	4.75649	3.44958	-0.446512	lidar	1.1792	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.19	-8.95335	4.96262	3.43487	-0.429492	radar	2.88033	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4121	-9.07334	4.96073	3.4409	-0.394264	lidar	0.838219	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6398	-9.14392	4.90017	3.42126	-0.396425	radar	0.372918	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.931	-9.13946	4.96335	3.35717	-0.45252	lidar	1.78706	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1931	-9.21038	5.0049	3.34083	-0.444064	radar	4.51679	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4577	-9.33387	5.05897	3.35175	-0.401541	lidar	5.3755	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6959	-9.36443	4.92172	3.31755	-0.42737	radar	2.04609	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.951	-9.45291	4.9538	3.31708	-0.400686	lidar	2.13992	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2	-9.46373	4.90213	3.27874	-0.427963	radar	2.11563	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.45	-9.45605	4.90903	3.23787	-0.452611	lidar	0.496622	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6613	-9.46142	4.81491	3.20991	-0.462782	radar	4.91709	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9485	-9.4414	4.89539	3.16448	-0.490659	lidar	1.57393	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2019	-9.50282	4.97414	3.17299	-0.441947	radar	7.99549	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4633	-9.52111	4.99659	3.15594	-0.435595	lidar	0.503521	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7199	-9.5115	4.96168	3.12444	-0.453011	radar	1.6612	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9754	-9.47704	4.97997	3.08801	-0.470286	lidar	0.19435	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2165	-9.44228	4.92109	3.05145	-0.492918	radar	0.574858	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4081	-9.49622	4.80721	3.06853	-0.440841	lidar	2.0571	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6439	-9.48667	4.85845	3.05735	-0.420039	radar	1.76908	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8945	-9.47497	4.8712	3.0414	-0.41377	lidar	0.278296	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1239	-9.43857	4.89004	3.02028	-0.409481	radar	3.89132	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3774	-9.30908	4.94771	2.95264	-0.468356	lidar	3.11387	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.609	-9.2343	4.88456	2.9107	-0.50035	radar	1.10363	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.867	-9.10241	4.95944	2.85068	-0.543739	lidar	1.30411	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1078	-8.99626	4.99594	2.80977	-0.558911	radar	4.89652	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2585	-9.15486	4.68664	2.89396	-0.421819	lidar	14.2426	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4969	-9.11744	4.72861	2.88767	-0.398297	radar	1.6029	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7226	-9.01306	4.75419	2.84782	-0.422807	lidar	0.791901	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9655	-8.93321	4.77311	2.82126	-0.432491	radar	2.56364	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1595	-8.86572	4.71154	2.80312	-0.427868	lidar	1.0677	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3923	-8.78126	4.71065	2.77736	-0.437915	radar	1.98439	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5794	-8.76193	4.60176	2.78478	-0.401537	lidar	1.23344	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7648	-8.63184	4.48174	2.72625	-0.468529	radar	6.1288	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9682	-8.54897	4.47274	2.70752	-0.462777	lidar	0.0367192	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1782	-8.44585	4.54601	2.68997	-0.445114	radar	2.2111	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
